VII;Prisões efetuadas (em flagrante+ por mandado);8.487;7.163;24.513;2.326;3.068;3.645;2.617;1.564;2.495;3.256;1.254;3.224;1.064;40.163
;Nº de pessoas presas em flagrante;8.916;5.780;18.043;1.706;2.485;2.908;1.758;1.089;1.801;2.352;786;2.358;800;32.739
;Nº de pessoas presas por mandado;2.533;2.142;9.673;845;1.007;1.418;1.136;873;1.021;1.195;663;1.108;407;14.348
;Nº de autos de apreensão (art 173 ECA);1.336;663;2.244;343;261;518;231;141;242;181;91;169;67;4.243
;Nº de infratores apreendidos em flagrante;1.242;782;3.135;477;331;594;297;189;330;262;107;449;99;5.159
;Nº de infratores apreendidos por mandado;90;159;1.017;76;101;162;123;81;108;103;71;161;31;1.266
VIII;Nº de revistas pessoais/ identificação (9);1.039.649;442.849;2.688.212;371.748;254.362;542.236;152.907;85.144;268.336;192.169;58.506;254.976;93.631;4.170.710
IX;Armas de fogo apreendidas;981;741;2.461;292;348;384;241;144;252;314;94;300;92;4.183
X;Nº de Veículos Recuperados;9.064;5.189;8.257;799;1.591;1.387;483;361;992;771;110;1.643;120;22.510
ITEM;Ocorrências envolvendo policiais militares (4);Capital;Gde SP(1);Interior;Deinter 1;Deinter 2;Deinter 3;Deinter 4;Deinter 5;Deinter 6;Deinter 7;Deinter 8;Deinter 9;Deinter 10;Estado
III;Pessoas mortas em confronto com a polícia militar em serviço (8);44;19;48;1;13;9;5;0;7;9;0;4;0;111
;Pessoas mortas por policiais militares de folga (8A);37;20;11;0;3;0;0;1;4;1;0;2;0;68
IV;Pessoas feridas em confronto com a polícia militar em serviço;68;27;62;3;7;10;3;2;21;8;4;4;0;157
;Pessoas feridas por policiais militares de folga;32;20;11;1;2;0;1;1;4;1;0;1;0;63
V;Policiais militares mortos em serviço;0;0;1;0;0;0;0;0;0;1;0;0;0;1
VI;Policiais militares feridos em serviço;23;5;21;3;3;4;1;2;0;4;0;4;0;49
ITEM;Ocorrências policiais registradas, por tipo;Capital;Gde SP(1);Interior;Deinter 1;Deinter 2;Deinter 3;Deinter 4;Deinter 5;Deinter 6;Deinter 7;Deinter 8;Deinter 9;Deinter 10;Estado
;Homicídio doloso;247;230;471;99;74;59;32;19;46;43;20;52;27;948
;Nº de Vítimas em Homicídio Doloso;262;248;489;106;76;61;32;19;49;45;21;53;27;999
;Homicídio Doloso por acidente de trânsito (10);6;3;6;0;3;0;1;0;0;0;0;2;0;15
;Nº de Vítimas em Homicídio Doloso por acidente de trânsito (11);7;3;6;0;3;0;1;0;0;0;0;2;0;16
;Homicídio culposo por Acidente de Trânsito;97;156;627;77;81;91;59;56;51;87;19;79;27;880
;Homicídio Culposo (7);100;163;662;83;85;93;65;64;53;93;19;80;27;925
;Tentativa de homicídio;266;217;653;78;98;92;55;53;79;54;20;86;38;1.136
;Lesão corporal dolosa;7.685;5.723;23.723;2.232;3.301;3.607;2.661;1.929;1.666;2.872;1.253;3.300;902;37.131
VIII;Lesão corporal culposa por Acidente de Trânsito;4.600;3.786;17.466;1.377;2.691;2.271;2.176;1.761;1.018;1.557;874;2.850;891;25.852
;Lesão corporal culposa outras;231;100;412;25;84;58;42;60;40;25;20;42;16;743
;Latrocínio;35;22;36;4;6;5;2;0;8;6;0;4;1;93
;Nº de Vítimas de Latrocínio;37;22;39;4;8;5;2;0;8;7;0;4;1;98
;Estupro;518;448;1.438;160;229;197;142;129;101;252;34;131;63;2.404
;Extorsão mediante seqüestro (5);5;2;2;1;0;0;0;0;0;1;0;0;0;9
;Tráfico de entorpecentes;1.525;1.230;7.412;749;880;1.268;671;549;460;1.012;321;1.169;333;10.167
;Roubo - outros (6);40.301;19.310;20.081;2.616;4.694;2.210;782;467;4.563;1.639;102;2.630;378;79.692
;Roubo de veículos;10.720;6.790;4.571;469;1.449;344;49;75;919;427;11;805;23;22.081
;Roubo a Banco;13;4;13;1;4;0;2;0;2;2;0;2;0;30
;Roubo de Carga;1.391;496;360;39;115;43;8;2;69;18;2;62;2;2.247
;Furto - outros;45.422;16.805;63.781;6.321;10.224;11.745;6.017;4.072;7.165;6.517;1.913;7.753;2.054;126.008
;Furto de veículos;10.344;5.744;10.925;1.049;2.136;1.817;528;652;1.164;1.151;128;2.110;190;27.013
ITEM;Exames de Natureza Necroscópica (12);Capital;Gde SP(1);Interior;Deinter 1;Deinter 2;Deinter 3;Deinter 4;Deinter 5;Deinter 6;Deinter 7;Deinter 8;Deinter 9;Deinter 10;Estado
XII;Exames Necroscópicos Realizados - IML;2.668;1.931;4.219;...;...;...;...;...;...;...;...;...;...;8.818
;Laudos Necroscópicos Expedidos do Ano - IML;2.453;1.788;4.058;...;...;...;...;...;...;...;...;...;...;8.299
;Laudos Necroscópicos Expedidos do Ano Anterior IML;13;1;2;...;...;...;...;...;...;...;...;...;...;16
ITEM;Clínicos e Laboratoriais (12);Capital;Gde SP(1);Interior;Deinter 1;Deinter 2;Deinter 3;Deinter 4;Deinter 5;Deinter 6;Deinter 7;Deinter 8;Deinter 9;Deinter 10;Estado
XIII;Exames Clínicos Laboratoriais Realizados - IML (14);31.338;20.454;55.894;...;...;...;...;...;...;...;...;...;...;107.686
;Laudos Clínicos Laboratoriais Expedidos do Ano - IML (15);29.354;19.593;54.605;...;...;...;...;...;...;...;...;...;...;103.552
;Laudos Clínicos Laboratoriais Expedidos do Ano Anterior - IML (16);16;10;6;...;...;...;...;...;...;...;...;...;...;32
ITEM;Criminalísticos (12);Capital;Gde SP(1);Interior;Deinter 1;Deinter 2;Deinter 3;Deinter 4;Deinter 5;Deinter 6;Deinter 7;Deinter 8;Deinter 9;Deinter 10;Estado
XIV;Exames Periciais Realizados - IC;45.287;21.814;79.093;...;...;...;...;...;...;...;...;...;...;146.194
;Laudos Periciais Expedidos do Ano - IC;39.360;19.053;72.960;...;...;...;...;...;...;...;...;...;...;131.373
;Laudos Periciais Expedidos do Ano Anterior- IC;2.715;2.288;9.279;...;...;...;...;...;...;...;...;...;...;14.282
ITEM;Exames Outros do IML à Margem do GDL (12) (13);Capital;Gde SP;Interior;Deinter 1;Deinter 2;Deinter 3;Deinter 4;Deinter 5;Deinter 6;Deinter 7;Deinter 8;Deinter 9;Deinter 10;Estado
XV;Exames Outros Realizados - IML (14);6.831;...;...;...;...;...;...;...;...;...;...;...;...;6.831
;Laudos Outros Expedidos do Ano - IML (15);7.357;...;...;...;...;...;...;...;...;...;...;...;...;7.357
;Laudos Outros Expedidos do Ano Anterior IML (16);1.477;...;...;...;...;...;...;...;...;...;...;...;...;1.477
FONTE: DEPARTAMENTO DE POLÍCIA CIVIL E DA POLÍCIA MILITAR;;;;;;;;;;;;;;;
(1) Exclui a Capital.;;;;;;;;;;;;;;;
(2) Inclui Termos circunstanciados indiretos e diretos, ou seja, com e sem a elaboração de boletim de ocorrência anterior.;;;;;;;;;;;;;;;
(3) Dados da Corregedoria da Polícia Civil.;;;;;;;;;;;;;;;
(4) Dados da Corregedoria da Polícia Militar.;;;;;;;;;;;;;;;
(5) Dados do Serviço de Informações Criminais da Divisão Anti-sequestro.;;;;;;;;;;;;;;;
(6) Incluído Roubo Carga e Banco.;;;;;;;;;;;;;;;
(7) Homicídio Culposo inclui Homicídio Culposo Acidente de Trânsito.;;;;;;;;;;;;;;;
(8) Casos de morte em decorrência de intervenção policial, excluídos homicídio doloso e culposo.;;;;;;;;;;;;;;;
"(8A)  Até março de 2015, a Corregedoria da Polícia Militar utilizava uma categoria específica denominada ""Homicídio doloso - fora de serviço (reações)"", contabilizando somente os casos em que consideravam presentes excludentes de ilicitude. Eram excluídos portanto, os homicídios dolosos e culposos. Esses dados sempre foram publicados no DOE, no último dia do mês seguinte da ocorrência dos dados.  A partir de abril de 2015, a Polícia Militar adequou à exata classificação da Res. SSP 40/15, passando a contabilizar todos os casos de morte em decorrência de qualquer intervenção considerada lícita do policial militar em folga, inclusive os casos em que presentes as excludentes de ilicitude. Continuam excluídos os homicídios dolosos, inclusive ""homicídios múltiplos"" e culposos, que são contabilizados nos termos da Res. SSP 160.";;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
(9) Dados de Revistas Pessoais no Interior inclui também CPRv e CPAmb.;;;;;;;;;;;;;;;
(10) Dados de Homicídio Doloso por acidente de trânsito já incluídos em Homicídio Doloso.;;;;;;;;;;;;;;;
(11) Dados de Vítimas em Homicídio Doloso por acidente de trânsito já incluídos em Nº de Vítimas em Homicídio Doloso.;;;;;;;;;;;;;;;
(12) Dados da Superintendência da Polícia Técnico Científica.;;;;;;;;;;;;;;;
(13) Tratam de dados de produtividade apartados dos sistemas centrais informatizados de Gestão de Laudos (GDL).;;;;;;;;;;;;;;;
"(14) A soma destes itens correspondem ao campo  ""Exames Clínicos Laboratoriais Realizados - IML"" dos períodos anteriores";;;;;;;;;;;;;;;
"(15) A soma destes itens correspondem ao campo ""Laudos Clínicos Laboratoriais Expedidos - IML"" dos períodos anteriores";;;;;;;;;;;;;;;
"(16) A soma destes itens correspondem ao campo ""Laudos Clínicos Laboratoriais Expedidos do Ano Anterior - IML"" dos períodos anteriores";;;;;;;;;;;;;;;
(…) Dados não desagregados por departamentos;;;;;;;;;;;;;;;
